Pitcher,ID,Pitch Type,xP0,yP0,zP0,xV0,yV0,zV0,xA0,yA0,zA0,Spin Rate,Spin Direction
"May, Dustin",669160,SI,-2.25,53.89,4.90,9.01,-140.92,-4.20,-20.77,34.44,-19.59,2308,236
"May, Dustin",669160,FC,-2.43,53.68,5.10,6.75,-133.38,-2.55,-0.06,26.46,-24.47,2476,218
"May, Dustin",669160,FF,-2.13,53.69,5.24,12.88,-141.96,-8.33,-13.08,31.28,-13.38,2361,225
"May, Dustin",669160,FC,-2.43,54.16,5.34,2.52,-134.11,2.90,2.21,27.61,-26.49,2467,205
"May, Dustin",669160,FF,-2.16,53.94,5.31,9.54,-141.72,-6.80,-15.42,35.01,-15.97,2376,226
"May, Dustin",669160,FF,-2.17,53.99,5.34,5.69,-143.24,-4.33,-10.72,35.94,-13.93,2320,225
"May, Dustin",669160,FC,-2.27,54.00,5.10,8.84,-135.95,-8.01,-0.94,26.34,-21.82,2512,218
"May, Dustin",669160,FF,-2.08,53.86,5.23,9.19,-142.95,-7.09,-13.31,32.59,-13.67,2449,221
"May, Dustin",669160,FC,-2.16,53.89,5.14,10.63,-135.33,-5.59,-3.04,27.79,-25.47,2498,219
"May, Dustin",669160,FC,-2.14,53.90,5.12,5.73,-135.38,-1.74,-1.21,26.94,-26.89,2569,193
"May, Dustin",669160,FC,-2.33,53.89,5.13,11.55,-136.78,-4.37,-1.78,27.89,-22.33,2584,207
"May, Dustin",669160,CU,-2.44,53.70,4.90,4.23,-126.17,-3.13,15.58,27.96,-33.03,3342,56
"May, Dustin",669160,SI,-2.33,53.95,4.89,10.05,-144.77,-6.22,-24.67,34.80,-23.41,2385,233
"May, Dustin",669160,FC,-2.33,53.63,5.09,8.03,-135.25,-1.34,-0.23,27.31,-27.02,2641,155
"May, Dustin",669160,SI,-2.36,53.86,4.91,9.88,-144.73,-6.84,-24.13,33.69,-22.56,2381,234
"May, Dustin",669160,SI,-2.43,54.00,5.05,7.61,-145.01,-4.40,-23.59,35.00,-23.39,2361,233
"May, Dustin",669160,CU,-2.48,53.92,5.11,3.41,-125.79,2.17,13.54,30.18,-38.45,3424,58
"May, Dustin",669160,FC,-2.33,53.84,5.10,6.28,-135.86,-1.23,-2.12,27.05,-26.59,2508,222
"May, Dustin",669160,CH,-2.49,53.91,4.93,5.62,-131.63,0.85,-17.23,29.78,-31.78,1913,262
"May, Dustin",669160,FF,-2.13,53.88,5.47,7.16,-144.07,-4.04,-17.04,37.00,-14.50,2460,225
"May, Dustin",669160,FC,-2.21,53.68,5.14,6.85,-136.48,-2.15,-0.71,30.03,-27.12,2538,185
"May, Dustin",669160,FF,-2.20,53.62,5.26,6.44,-143.02,-5.75,-15.67,33.58,-14.13,2359,228
"May, Dustin",669160,FF,-2.27,53.86,5.32,8.52,-141.17,-3.89,-16.26,33.86,-14.83,2389,224
